Date,Sales,Expenses,Region,Customer_Satisfaction_Score,Website_Visits,Ad_Spend,Product_Category,Profit
31-08-2023 08:00,3505,941,East,50,1397,167,Groceries,2564
31-08-2023 09:00,2474,2168,North,75,784,438,Clothing,306
31-08-2023 10:00,1364,1372,East,59,1836,184,Furniture,-8
31-08-2023 11:00,3906,1166,North,84,1685,993,Groceries,2740
31-08-2023 12:00,2698,1551,North,62,1089,476,Electronics,1147
31-08-2023 13:00,1350,1127,North,55,621,484,Groceries,223
31-08-2023 14:00,4726,1928,South,92,1635,375,Electronics,2798
31-08-2023 15:00,4471,847,North,55,1762,867,Groceries,3624
31-08-2023 16:00,3300,1763,East,84,1733,304,Groceries,1537
31-08-2023 17:00,3828,1517,East,65,1872,844,Groceries,2311
31-08-2023 18:00,2904,1069,East,90,1010,164,Electronics,1835
31-08-2023 19:00,3850,2573,South,57,501,928,Electronics,1277
31-08-2023 20:00,2011,2452,West,52,1391,178,Groceries,-441
31-08-2023 21:00,3506,2764,South,54,1298,625,Electronics,742
31-08-2023 22:00,4770,1851,East,70,1128,424,Furniture,2919
31-08-2023 23:00,3964,1169,East,80,960,477,Groceries,2795
01-09-2023 00:00,1498,1217,West,63,1451,916,Furniture,281
01-09-2023 01:00,1949,2857,South,86,1471,780,Clothing,-908
01-09-2023 02:00,2994,766,East,68,1764,770,Clothing,2228
01-09-2023 03:00,4997,1938,North,86,1481,727,Clothing,3059
01-09-2023 04:00,3046,1856,North,69,1313,445,Furniture,1190
01-09-2023 05:00,1507,1522,East,51,553,803,Electronics,-15
01-09-2023 06:00,2327,2537,North,56,1990,956,Clothing,-210
01-09-2023 07:00,3548,2997,West,82,608,534,Groceries,551
01-09-2023 08:00,3850,1064,East,99,779,794,Groceries,2786
01-09-2023 09:00,3645,1770,South,91,1580,984,Electronics,1875
01-09-2023 10:00,1165,1559,East,55,1339,477,Groceries,-394
01-09-2023 11:00,4486,1924,West,56,1336,842,Furniture,2562
01-09-2023 12:00,3509,527,South,93,1737,779,Clothing,2982
01-09-2023 13:00,1919,719,West,67,1551,114,Furniture,1200
01-09-2023 14:00,1113,905,North,92,703,553,Groceries,208
01-09-2023 15:00,4504,2137,North,78,1044,292,Furniture,2367
01-09-2023 16:00,1991,2298,North,68,808,332,Electronics,-307
01-09-2023 17:00,4427,2818,West,74,1027,362,Furniture,1609
01-09-2023 18:00,2951,2259,West,53,1866,545,Groceries,692
01-09-2023 19:00,4766,2174,East,62,1508,153,Groceries,2592
01-09-2023 20:00,3254,1291,South,81,1741,791,Clothing,1963
01-09-2023 21:00,4839,1462,South,76,1116,103,Furniture,3377
01-09-2023 22:00,2258,1809,West,83,1610,356,Electronics,449
01-09-2023 23:00,4513,1333,West,77,530,460,Clothing,3180
02-09-2023 00:00,4426,816,North,58,599,933,Groceries,3610
02-09-2023 01:00,1514,1820,West,57,1166,339,Furniture,-306
02-09-2023 02:00,2231,2885,North,70,1303,581,Electronics,-654
02-09-2023 03:00,1708,1830,West,95,1838,774,Groceries,-122
02-09-2023 04:00,4924,850,South,79,994,560,Groceries,4074
02-09-2023 05:00,4196,1010,East,78,970,948,Clothing,3186
02-09-2023 06:00,3185,991,West,58,1241,237,Groceries,2194
02-09-2023 07:00,1338,2431,North,62,1233,550,Electronics,-1093
02-09-2023 08:00,3584,2117,East,67,1497,423,Electronics,1467
02-09-2023 09:00,1067,2556,North,87,830,572,Clothing,-1489
02-09-2023 10:00,2596,2020,North,71,1717,840,Clothing,576
02-09-2023 11:00,2564,2083,East,80,1714,713,Electronics,481
02-09-2023 12:00,1382,2987,East,84,751,576,Clothing,-1605
02-09-2023 13:00,1018,2075,East,91,1524,292,Groceries,-1057
02-09-2023 14:00,3730,2261,West,91,1982,406,Electronics,1469
02-09-2023 15:00,4521,2491,East,59,1613,641,Clothing,2030
02-09-2023 16:00,3121,1768,West,58,1017,906,Electronics,1353
02-09-2023 17:00,1572,2580,South,80,1639,858,Groceries,-1008
02-09-2023 18:00,3986,1546,South,93,572,320,Clothing,2440
02-09-2023 19:00,4736,548,North,89,655,271,Electronics,4188
02-09-2023 20:00,2299,961,North,73,1222,259,Groceries,1338
02-09-2023 21:00,4119,835,West,90,568,271,Clothing,3284
02-09-2023 22:00,3258,1881,North,98,970,162,Electronics,1377
02-09-2023 23:00,3902,1645,South,57,991,672,Groceries,2257
03-09-2023 00:00,2943,858,West,99,799,164,Groceries,2085
03-09-2023 01:00,1650,2893,West,69,1667,268,Groceries,-1243
03-09-2023 02:00,2645,692,East,66,1729,180,Furniture,1953
03-09-2023 03:00,1993,1939,West,77,1417,858,Groceries,54
03-09-2023 04:00,3742,1900,North,55,1212,367,Groceries,1842
03-09-2023 05:00,3587,1255,South,91,1250,479,Clothing,2332
03-09-2023 06:00,4780,2184,North,82,906,869,Furniture,2596
03-09-2023 07:00,4262,1327,South,77,1438,172,Groceries,2935
03-09-2023 08:00,2338,1389,East,50,1079,431,Clothing,949
03-09-2023 09:00,1900,1152,South,90,1820,287,Clothing,748
03-09-2023 10:00,4634,2955,East,84,1081,124,Electronics,1679
03-09-2023 11:00,2684,2833,North,73,1298,327,Electronics,-149
03-09-2023 12:00,3827,2421,East,55,1028,217,Furniture,1406
03-09-2023 13:00,2585,1350,West,56,636,544,Clothing,1235
03-09-2023 14:00,2923,610,West,58,718,207,Groceries,2313
03-09-2023 15:00,2781,1119,South,86,1017,341,Groceries,1662
03-09-2023 16:00,2136,1292,North,65,1971,710,Clothing,844
03-09-2023 17:00,3217,2597,North,83,631,633,Furniture,620
03-09-2023 18:00,4539,1657,South,84,1886,580,Groceries,2882
03-09-2023 19:00,4749,1087,West,84,1867,602,Furniture,3662
03-09-2023 20:00,2944,1809,East,69,1541,597,Clothing,1135
03-09-2023 21:00,2037,2457,South,72,1939,155,Furniture,-420
03-09-2023 22:00,2738,2861,East,91,1059,248,Electronics,-123
03-09-2023 23:00,1287,796,East,84,1427,410,Furniture,491
04-09-2023 00:00,4978,2129,North,96,1676,651,Furniture,2849
04-09-2023 01:00,3236,1068,West,95,831,761,Groceries,2168
04-09-2023 02:00,3961,1687,East,72,818,220,Furniture,2274
04-09-2023 03:00,4226,1331,West,53,1722,871,Groceries,2895
04-09-2023 04:00,2590,1109,North,59,1479,125,Groceries,1481
04-09-2023 05:00,3741,515,South,92,1533,211,Electronics,3226
04-09-2023 06:00,2745,1869,South,60,1662,610,Groceries,876
04-09-2023 07:00,3935,571,North,89,666,980,Clothing,3364
04-09-2023 08:00,3518,769,North,58,646,122,Groceries,2749
04-09-2023 09:00,2098,786,East,89,1926,780,Clothing,1312
04-09-2023 10:00,3324,565,North,61,1438,925,Groceries,2759
04-09-2023 11:00,1939,1379,South,66,944,363,Clothing,560
04-09-2023 12:00,4716,567,West,81,569,215,Electronics,4149
04-09-2023 13:00,4414,1716,West,72,1851,579,Furniture,2698
04-09-2023 14:00,2448,1902,West,64,1332,406,Groceries,546
04-09-2023 15:00,1570,1473,West,77,1418,330,Electronics,97
04-09-2023 16:00,4582,1007,North,87,1115,800,Electronics,3575
04-09-2023 17:00,3904,1625,North,54,1752,591,Groceries,2279
04-09-2023 18:00,2000,1385,West,89,818,868,Groceries,615
04-09-2023 19:00,2205,2969,North,67,535,219,Clothing,-764
04-09-2023 20:00,3505,2487,East,70,754,385,Groceries,1018
04-09-2023 21:00,1917,1274,North,64,1836,884,Groceries,643
04-09-2023 22:00,2874,1425,East,52,1461,506,Clothing,1449
04-09-2023 23:00,1832,619,East,95,834,457,Clothing,1213
05-09-2023 00:00,4135,2438,North,75,1543,989,Groceries,1697
05-09-2023 01:00,3886,987,West,64,797,251,Groceries,2899
05-09-2023 02:00,4331,2625,East,94,1544,697,Groceries,1706
05-09-2023 03:00,3240,940,North,69,977,424,Furniture,2300
05-09-2023 04:00,2678,961,South,70,971,956,Furniture,1717
05-09-2023 05:00,1615,1111,West,75,1461,938,Electronics,504
05-09-2023 06:00,1405,1817,South,90,969,345,Electronics,-412
05-09-2023 07:00,2749,2159,East,72,1872,925,Groceries,590
05-09-2023 08:00,4825,1416,South,98,1266,414,Clothing,3409
05-09-2023 09:00,3990,505,North,74,1089,904,Groceries,3485
05-09-2023 10:00,3768,1180,West,53,1291,261,Groceries,2588
05-09-2023 11:00,1092,2818,East,59,885,711,Electronics,-1726
05-09-2023 12:00,3477,2143,North,71,1441,468,Groceries,1334
05-09-2023 13:00,1653,598,West,52,945,284,Groceries,1055
05-09-2023 14:00,4505,1025,East,68,598,375,Electronics,3480
05-09-2023 15:00,4475,2741,East,80,1154,628,Electronics,1734
05-09-2023 16:00,1433,1680,East,58,1578,535,Clothing,-247
05-09-2023 17:00,2135,2189,East,78,1526,359,Clothing,-54
05-09-2023 18:00,1374,1638,South,86,1855,344,Clothing,-264
05-09-2023 19:00,4130,895,South,95,1433,917,Furniture,3235
05-09-2023 20:00,2066,1269,South,56,1958,437,Furniture,797
05-09-2023 21:00,1206,2326,East,87,1742,149,Groceries,-1120
05-09-2023 22:00,1779,2045,South,73,1734,371,Clothing,-266
05-09-2023 23:00,2319,1182,West,57,1316,334,Electronics,1137
06-09-2023 00:00,2141,2056,East,83,1160,683,Clothing,85
06-09-2023 01:00,1531,514,West,75,731,928,Groceries,1017
06-09-2023 02:00,4293,2915,West,77,1099,655,Furniture,1378
06-09-2023 03:00,3213,1736,South,77,1419,405,Furniture,1477
06-09-2023 04:00,3690,504,East,95,1671,576,Groceries,3186
06-09-2023 05:00,4227,2778,South,56,1730,587,Clothing,1449
06-09-2023 06:00,4255,2408,South,52,859,179,Groceries,1847
06-09-2023 07:00,1089,1925,South,71,1942,385,Groceries,-836
06-09-2023 08:00,2117,2107,East,87,1940,660,Furniture,10
06-09-2023 09:00,1012,668,East,95,1371,197,Furniture,344
06-09-2023 10:00,4020,1291,South,93,1705,577,Furniture,2729
06-09-2023 11:00,2857,1499,West,67,1055,505,Groceries,1358
06-09-2023 12:00,1804,651,West,61,1733,636,Clothing,1153
06-09-2023 13:00,1944,2771,East,80,749,825,Groceries,-827
06-09-2023 14:00,3789,1003,North,88,1095,667,Clothing,2786
06-09-2023 15:00,2857,2073,South,54,638,354,Clothing,784
06-09-2023 16:00,4875,2591,South,93,1489,767,Groceries,2284
06-09-2023 17:00,4509,1003,North,90,1754,586,Clothing,3506
06-09-2023 18:00,4609,1342,East,78,1409,772,Clothing,3267
06-09-2023 19:00,2610,850,West,92,511,293,Groceries,1760
06-09-2023 20:00,3923,2570,East,85,1479,615,Furniture,1353
06-09-2023 21:00,2959,2159,West,63,772,563,Groceries,800
06-09-2023 22:00,4882,1097,West,93,987,879,Furniture,3785
06-09-2023 23:00,4221,1566,East,67,1613,603,Clothing,2655
07-09-2023 00:00,3707,539,South,56,1548,135,Furniture,3168
07-09-2023 01:00,4079,2850,South,72,1037,115,Furniture,1229
07-09-2023 02:00,2052,674,South,82,1484,988,Electronics,1378
07-09-2023 03:00,1295,1498,West,94,1583,748,Electronics,-203
07-09-2023 04:00,4033,1984,South,65,1694,689,Furniture,2049
07-09-2023 05:00,1925,1716,West,86,1087,922,Electronics,209
07-09-2023 06:00,4792,2791,South,74,1287,172,Furniture,2001
07-09-2023 07:00,1639,1335,East,58,1970,419,Electronics,304
07-09-2023 08:00,3387,2827,North,77,1420,344,Clothing,560
07-09-2023 09:00,1627,1559,West,58,1533,957,Groceries,68
07-09-2023 10:00,3486,1397,East,61,742,839,Electronics,2089
07-09-2023 11:00,2167,2063,West,67,1701,294,Groceries,104
07-09-2023 12:00,1941,1546,West,76,1297,857,Electronics,395
07-09-2023 13:00,1829,1431,East,75,756,188,Furniture,398
07-09-2023 14:00,2770,2638,South,75,809,871,Electronics,132
07-09-2023 15:00,3566,2937,West,59,1015,897,Electronics,629
07-09-2023 16:00,1975,1751,North,66,1738,238,Groceries,224
07-09-2023 17:00,4116,1725,North,81,1553,662,Groceries,2391
07-09-2023 18:00,1954,1873,East,73,1869,758,Electronics,81
07-09-2023 19:00,2262,1561,North,92,1588,853,Groceries,701
07-09-2023 20:00,1951,999,East,97,1135,496,Electronics,952
07-09-2023 21:00,1943,2222,East,57,1296,583,Furniture,-279
07-09-2023 22:00,3202,2615,West,79,1676,486,Furniture,587
07-09-2023 23:00,2204,2263,East,75,539,467,Clothing,-59
08-09-2023 00:00,4286,2670,East,73,1549,945,Groceries,1616
08-09-2023 01:00,3135,2208,South,76,1796,557,Electronics,927
08-09-2023 02:00,4327,835,West,64,1682,521,Furniture,3492
08-09-2023 03:00,2534,1676,North,77,1080,331,Clothing,858
08-09-2023 04:00,2096,1278,South,60,500,638,Clothing,818
08-09-2023 05:00,3978,1685,South,88,578,443,Electronics,2293
08-09-2023 06:00,1178,2433,West,51,1751,819,Clothing,-1255
08-09-2023 07:00,3259,1966,West,58,1850,237,Clothing,1293
08-09-2023 08:00,2828,2970,South,99,1119,473,Electronics,-142
08-09-2023 09:00,2257,2061,West,94,1000,536,Clothing,196
08-09-2023 10:00,1464,1438,West,72,1998,254,Clothing,26
08-09-2023 11:00,2774,1303,East,82,1878,618,Electronics,1471
08-09-2023 12:00,4294,2435,West,68,1647,214,Electronics,1859
08-09-2023 13:00,3678,1133,East,62,1477,191,Furniture,2545
08-09-2023 14:00,3872,1753,South,63,1947,445,Clothing,2119
08-09-2023 15:00,4335,1582,South,81,1775,693,Furniture,2753
08-09-2023 16:00,2230,2643,North,98,985,624,Furniture,-413
08-09-2023 17:00,3654,1785,West,71,977,683,Groceries,1869
08-09-2023 18:00,1884,853,South,69,832,190,Electronics,1031
08-09-2023 19:00,4805,1659,East,82,1755,799,Groceries,3146
08-09-2023 20:00,3413,2385,South,54,529,497,Electronics,1028
08-09-2023 21:00,3323,2318,West,69,1226,204,Groceries,1005
08-09-2023 22:00,3427,1466,North,63,672,911,Electronics,1961
08-09-2023 23:00,4814,2977,North,76,1291,695,Clothing,1837
09-09-2023 00:00,2332,1669,South,75,967,639,Clothing,663
09-09-2023 01:00,2654,2047,North,81,1999,378,Furniture,607
09-09-2023 02:00,4339,2634,West,79,1222,111,Groceries,1705
09-09-2023 03:00,1944,608,West,76,1840,406,Furniture,1336
09-09-2023 04:00,4856,1868,North,75,896,463,Groceries,2988
09-09-2023 05:00,4135,2257,East,67,624,761,Electronics,1878
09-09-2023 06:00,3857,1493,North,94,1603,417,Electronics,2364
09-09-2023 07:00,4421,2017,North,72,1195,637,Groceries,2404
09-09-2023 08:00,1924,1856,South,93,1026,313,Groceries,68
09-09-2023 09:00,2938,1321,East,96,1919,413,Clothing,1617
09-09-2023 10:00,1493,1436,North,73,1612,554,Groceries,57
09-09-2023 11:00,2546,690,South,53,1526,498,Clothing,1856
09-09-2023 12:00,4169,2496,South,90,1035,851,Groceries,1673
09-09-2023 13:00,2969,1432,South,52,1100,321,Clothing,1537
09-09-2023 14:00,2094,641,West,92,1487,679,Furniture,1453
09-09-2023 15:00,3411,2392,South,79,1105,361,Clothing,1019
09-09-2023 16:00,3617,2715,South,96,1594,595,Furniture,902
09-09-2023 17:00,2825,1065,West,65,1199,722,Clothing,1760
09-09-2023 18:00,1762,1782,West,56,638,229,Electronics,-20
09-09-2023 19:00,3323,1962,South,88,509,258,Clothing,1361
09-09-2023 20:00,1049,1634,North,71,629,891,Groceries,-585
09-09-2023 21:00,4429,1243,East,90,900,390,Furniture,3186
09-09-2023 22:00,3775,1172,West,80,1744,914,Groceries,2603
09-09-2023 23:00,1905,1030,East,98,1141,642,Groceries,875
10-09-2023 00:00,3975,1813,West,62,936,188,Electronics,2162
10-09-2023 01:00,1563,1061,South,90,1923,431,Clothing,502
10-09-2023 02:00,1782,2033,West,90,1636,729,Electronics,-251
10-09-2023 03:00,3532,2722,South,78,1975,605,Clothing,810
10-09-2023 04:00,4155,801,East,77,1741,229,Groceries,3354
10-09-2023 05:00,4970,684,North,93,557,306,Clothing,4286
10-09-2023 06:00,4876,1009,South,68,1636,459,Electronics,3867
10-09-2023 07:00,4709,1833,East,72,1199,158,Furniture,2876
10-09-2023 08:00,3040,1869,East,96,1645,195,Electronics,1171
10-09-2023 09:00,2831,2703,West,99,907,930,Electronics,128
10-09-2023 10:00,1583,1294,South,57,1983,345,Electronics,289
10-09-2023 11:00,2319,2979,East,74,1608,558,Furniture,-660
10-09-2023 12:00,1235,2023,North,87,899,244,Groceries,-788
10-09-2023 13:00,3103,1260,West,87,855,409,Electronics,1843
10-09-2023 14:00,2942,2694,West,84,598,736,Electronics,248
10-09-2023 15:00,1359,934,East,75,1017,633,Electronics,425
10-09-2023 16:00,2930,2042,South,52,607,480,Furniture,888
10-09-2023 17:00,1109,2538,West,51,651,452,Furniture,-1429
10-09-2023 18:00,1191,2206,South,54,1405,983,Furniture,-1015
10-09-2023 19:00,1903,568,East,69,1349,384,Groceries,1335
10-09-2023 20:00,2116,2129,East,61,1248,818,Clothing,-13
10-09-2023 21:00,1861,2404,South,87,526,601,Groceries,-543
10-09-2023 22:00,3615,2733,North,65,618,357,Groceries,882
10-09-2023 23:00,2083,2751,West,86,1222,909,Groceries,-668
11-09-2023 00:00,1649,1053,East,87,599,151,Clothing,596
11-09-2023 01:00,1038,2560,North,85,502,649,Electronics,-1522
11-09-2023 02:00,4611,1797,North,95,1305,998,Furniture,2814
11-09-2023 03:00,4120,2598,South,78,1852,764,Groceries,1522
11-09-2023 04:00,4491,999,South,84,1629,944,Furniture,3492
11-09-2023 05:00,1636,2916,South,98,1753,315,Furniture,-1280
11-09-2023 06:00,2036,2904,North,86,803,545,Furniture,-868
11-09-2023 07:00,1035,2029,West,70,676,322,Electronics,-994
11-09-2023 08:00,3148,2803,South,70,583,754,Furniture,345
11-09-2023 09:00,4865,2011,West,77,762,204,Furniture,2854
11-09-2023 10:00,4157,778,South,55,1719,621,Electronics,3379
11-09-2023 11:00,4587,1582,North,69,1772,853,Furniture,3005
11-09-2023 12:00,4294,945,West,85,1905,987,Clothing,3349
11-09-2023 13:00,2361,2660,West,62,957,482,Clothing,-299
11-09-2023 14:00,2983,1335,North,89,908,213,Groceries,1648
11-09-2023 15:00,1165,1254,West,60,1604,844,Clothing,-89
11-09-2023 16:00,3430,2345,North,73,1935,168,Clothing,1085
11-09-2023 17:00,2879,2092,North,68,705,464,Clothing,787
11-09-2023 18:00,4966,2012,East,72,1319,143,Electronics,2954
11-09-2023 19:00,4447,1930,South,80,1514,780,Clothing,2517
11-09-2023 20:00,4542,2914,East,86,1301,310,Furniture,1628
11-09-2023 21:00,3837,1583,North,86,1394,375,Groceries,2254
11-09-2023 22:00,4713,2876,North,52,1372,206,Furniture,1837
11-09-2023 23:00,1030,2090,West,83,887,578,Furniture,-1060
12-09-2023 00:00,4446,2408,North,78,1393,778,Clothing,2038
12-09-2023 01:00,1010,2731,North,52,1266,304,Groceries,-1721
12-09-2023 02:00,3011,1522,North,64,1922,218,Furniture,1489
12-09-2023 03:00,4373,2858,South,56,1531,585,Groceries,1515
12-09-2023 04:00,3143,2061,East,52,949,208,Clothing,1082
12-09-2023 05:00,4261,676,East,96,1999,553,Furniture,3585
12-09-2023 06:00,3500,1346,South,92,841,338,Electronics,2154
12-09-2023 07:00,3239,1748,South,65,1596,107,Furniture,1491
12-09-2023 08:00,1485,2100,South,94,1359,611,Furniture,-615
12-09-2023 09:00,2289,2104,East,83,620,142,Groceries,185
12-09-2023 10:00,2447,2475,East,69,801,493,Groceries,-28
12-09-2023 11:00,4199,2556,North,93,1460,908,Groceries,1643
12-09-2023 12:00,3285,735,East,88,1383,231,Clothing,2550
12-09-2023 13:00,2943,1209,West,82,1380,817,Groceries,1734
12-09-2023 14:00,4426,1293,East,63,733,999,Clothing,3133
12-09-2023 15:00,2963,2434,South,91,565,891,Groceries,529
12-09-2023 16:00,4183,2169,East,84,729,850,Electronics,2014
12-09-2023 17:00,2851,526,North,60,1421,888,Groceries,2325
12-09-2023 18:00,2469,1726,East,69,550,493,Clothing,743
12-09-2023 19:00,2366,584,South,79,1158,657,Clothing,1782
12-09-2023 20:00,4216,2355,West,77,1852,297,Furniture,1861
12-09-2023 21:00,4136,1622,South,64,886,563,Groceries,2514
12-09-2023 22:00,4318,1713,West,87,1561,220,Clothing,2605
12-09-2023 23:00,3782,511,North,99,1252,399,Furniture,3271
13-09-2023 00:00,1990,1512,North,62,1696,319,Electronics,478
13-09-2023 01:00,4561,2248,East,96,992,967,Clothing,2313
13-09-2023 02:00,1824,2376,North,84,1978,900,Groceries,-552
13-09-2023 03:00,2462,1817,North,96,540,193,Electronics,645
13-09-2023 04:00,3153,1883,South,73,1445,391,Clothing,1270
13-09-2023 05:00,3228,2178,South,50,1652,252,Groceries,1050
13-09-2023 06:00,3231,679,East,91,1577,624,Clothing,2552
13-09-2023 07:00,1225,1296,East,73,585,818,Groceries,-71
13-09-2023 08:00,1776,1967,East,76,1792,866,Furniture,-191
13-09-2023 09:00,3837,2524,East,67,795,521,Clothing,1313
13-09-2023 10:00,4980,2988,South,75,1544,257,Clothing,1992
13-09-2023 11:00,2112,1386,East,78,1738,369,Electronics,726
13-09-2023 12:00,1687,2968,East,57,924,917,Furniture,-1281
13-09-2023 13:00,1529,1689,North,93,688,679,Electronics,-160
13-09-2023 14:00,4442,2175,East,75,660,356,Clothing,2267
13-09-2023 15:00,1971,2019,West,54,1212,800,Furniture,-48
13-09-2023 16:00,1935,2932,North,82,880,614,Groceries,-997
13-09-2023 17:00,4984,2861,South,89,743,336,Furniture,2123
13-09-2023 18:00,2422,1270,West,54,682,544,Furniture,1152
13-09-2023 19:00,3153,1778,East,98,1043,743,Groceries,1375
13-09-2023 20:00,2294,1458,North,96,1278,270,Clothing,836
13-09-2023 21:00,2998,1416,East,85,1447,369,Clothing,1582
13-09-2023 22:00,3878,2570,North,62,592,700,Electronics,1308
13-09-2023 23:00,2526,2281,East,66,867,714,Clothing,245
14-09-2023 00:00,1678,838,West,62,658,736,Clothing,840
14-09-2023 01:00,4596,2016,South,74,897,166,Groceries,2580
14-09-2023 02:00,3896,2913,West,51,1703,874,Electronics,983
14-09-2023 03:00,4103,1895,West,73,937,107,Furniture,2208
14-09-2023 04:00,3440,1414,South,85,872,655,Electronics,2026
14-09-2023 05:00,1039,2353,North,74,805,547,Clothing,-1314
14-09-2023 06:00,3707,974,North,83,1484,234,Electronics,2733
14-09-2023 07:00,4289,1946,South,61,1902,859,Furniture,2343
14-09-2023 08:00,4802,1879,East,68,1741,915,Groceries,2923
14-09-2023 09:00,4028,1983,North,99,1481,929,Clothing,2045
14-09-2023 10:00,2105,2574,West,91,828,124,Clothing,-469
14-09-2023 11:00,1844,1300,South,79,842,564,Furniture,544
14-09-2023 12:00,2743,1746,West,86,1223,473,Groceries,997
14-09-2023 13:00,3248,1363,North,92,1686,295,Electronics,1885
14-09-2023 14:00,1446,1671,South,50,657,803,Furniture,-225
14-09-2023 15:00,4915,1238,South,52,1633,980,Electronics,3677
14-09-2023 16:00,4499,1874,North,98,849,501,Groceries,2625
14-09-2023 17:00,4109,2962,North,75,1225,221,Groceries,1147
14-09-2023 18:00,2234,1481,South,64,864,871,Groceries,753
14-09-2023 19:00,3491,2976,East,95,514,658,Groceries,515
14-09-2023 20:00,2350,2588,South,96,652,985,Electronics,-238
14-09-2023 21:00,3808,1511,East,97,1031,308,Furniture,2297
14-09-2023 22:00,1226,2626,West,77,1466,400,Furniture,-1400
14-09-2023 23:00,1047,1216,East,53,1923,700,Electronics,-169
15-09-2023 00:00,4089,2307,East,68,1575,614,Groceries,1782
15-09-2023 01:00,3959,1973,North,73,1354,756,Groceries,1986
15-09-2023 02:00,2462,1665,South,89,968,985,Clothing,797
15-09-2023 03:00,2830,2841,West,55,1844,633,Clothing,-11
15-09-2023 04:00,4779,1109,South,65,1378,138,Electronics,3670
15-09-2023 05:00,1186,2683,East,81,1095,906,Furniture,-1497
15-09-2023 06:00,3392,2312,East,79,866,718,Clothing,1080
15-09-2023 07:00,3271,1835,East,84,1140,711,Clothing,1436
15-09-2023 08:00,3877,1054,South,57,1361,883,Furniture,2823
15-09-2023 09:00,3535,2155,East,54,1393,840,Clothing,1380
15-09-2023 10:00,2932,2255,South,86,1539,985,Furniture,677
15-09-2023 11:00,3924,545,West,61,1934,896,Electronics,3379
15-09-2023 12:00,1848,1759,West,74,1797,305,Clothing,89
15-09-2023 13:00,3032,1571,South,82,1088,682,Groceries,1461
15-09-2023 14:00,2252,2745,West,88,1829,780,Electronics,-493
15-09-2023 15:00,2413,2631,North,73,591,796,Clothing,-218
15-09-2023 16:00,1978,1042,East,60,957,511,Furniture,936
15-09-2023 17:00,2612,1951,East,91,1793,432,Electronics,661
15-09-2023 18:00,2016,2618,East,84,1575,307,Clothing,-602
15-09-2023 19:00,3235,2492,North,89,1644,504,Electronics,743
15-09-2023 20:00,2881,1412,East,50,1573,487,Groceries,1469
15-09-2023 21:00,1269,1568,South,57,1998,586,Clothing,-299
15-09-2023 22:00,2630,2840,East,72,1903,481,Clothing,-210
15-09-2023 23:00,1309,1311,South,69,886,966,Furniture,-2
16-09-2023 00:00,4203,1988,West,81,1812,983,Electronics,2215
16-09-2023 01:00,3043,2408,South,60,1977,370,Groceries,635
16-09-2023 02:00,2574,2073,South,56,870,536,Furniture,501
16-09-2023 03:00,2095,1366,South,79,683,957,Clothing,729
16-09-2023 04:00,4864,2927,East,97,1271,529,Furniture,1937
16-09-2023 05:00,3892,2266,North,88,704,746,Furniture,1626
16-09-2023 06:00,2695,2809,North,62,1453,757,Groceries,-114
16-09-2023 07:00,4258,1079,South,91,671,444,Clothing,3179
16-09-2023 08:00,3533,2904,East,98,1324,248,Groceries,629
16-09-2023 09:00,4262,1942,North,52,721,727,Clothing,2320
16-09-2023 10:00,2445,1197,West,56,1691,491,Electronics,1248
16-09-2023 11:00,3167,2476,West,92,1767,286,Electronics,691
16-09-2023 12:00,1219,2990,East,62,1741,119,Groceries,-1771
16-09-2023 13:00,1052,1225,West,86,1579,437,Furniture,-173
16-09-2023 14:00,2757,785,West,74,1114,472,Clothing,1972
16-09-2023 15:00,2474,2391,West,72,666,855,Clothing,83
16-09-2023 16:00,4483,1069,North,96,641,166,Groceries,3414
16-09-2023 17:00,2666,2464,West,82,624,538,Furniture,202
16-09-2023 18:00,2260,2013,South,54,589,161,Furniture,247
16-09-2023 19:00,3805,997,South,81,810,585,Clothing,2808
16-09-2023 20:00,3785,2417,West,79,1894,885,Electronics,1368
16-09-2023 21:00,1719,1204,South,80,1451,958,Clothing,515
16-09-2023 22:00,1405,1856,North,62,715,721,Electronics,-451
16-09-2023 23:00,3655,1061,East,91,1964,667,Groceries,2594
17-09-2023 00:00,4068,2498,South,54,1709,184,Furniture,1570
17-09-2023 01:00,3469,531,West,72,1382,505,Clothing,2938
17-09-2023 02:00,3759,542,East,50,1676,875,Groceries,3217
17-09-2023 03:00,3294,2416,East,59,1260,494,Furniture,878
17-09-2023 04:00,1071,1874,West,99,595,718,Electronics,-803
17-09-2023 05:00,2853,2345,South,76,1209,623,Groceries,508
17-09-2023 06:00,3232,1058,North,57,1859,275,Groceries,2174
17-09-2023 07:00,3053,2817,South,52,648,458,Clothing,236
17-09-2023 08:00,2229,1936,South,68,1427,930,Groceries,293
17-09-2023 09:00,2567,1442,North,51,1214,638,Groceries,1125
17-09-2023 10:00,4682,2098,East,98,1382,390,Clothing,2584
17-09-2023 11:00,3953,1870,North,80,1925,229,Groceries,2083
17-09-2023 12:00,1386,2428,North,97,1854,838,Electronics,-1042
17-09-2023 13:00,2791,2136,West,59,1750,578,Clothing,655
17-09-2023 14:00,1698,2584,West,65,857,747,Electronics,-886
17-09-2023 15:00,4147,591,South,86,1087,631,Clothing,3556
17-09-2023 16:00,2200,2343,West,69,815,363,Furniture,-143
17-09-2023 17:00,1826,684,North,52,1384,935,Groceries,1142
